"site","year","sample_id","nest_id","species","lat","long"
"6thBridge","2020",34,21542,"Great Blue Heron",26.1214253545753,-80.5416597354049
"6thBridge","2020",35,74017,"Wood Stork",26.1217460612594,-80.5403077292896
"6thBridge","2020",36,19909,"Roseate Spoonbill",26.1228092478992,-80.5418866120694
"6thBridge","2020",37,33574,"Wood Stork",26.1202106026225,-80.5393867274031
"6thBridge","2020",38,25576,"Great Blue Heron",26.1207883599405,-80.5412294642581
"6thBridge","2020",39,19686,"Great Egret",26.123354565503,-80.5418669564399
"6thBridge","2020",40,22601,"Great Blue Heron",26.1226599232534,-80.541498317138
"6thBridge","2020",41,19663,"White Ibis",26.1235084739326,-80.5418409986564
"6thBridge","2020",42,20153,"Snowy Egret",26.1222536572515,-80.5418217769445
"6thBridge","2020",43,19936,"Great Egret",26.1226847790124,-80.541805192555
"6thBridge","2020",44,20601,"Wood Stork",26.1213773187184,-80.5418971294154
"6thBridge","2020",45,19489,"Great Egret",26.1194250969894,-80.5428589081742
"6thBridge","2020",46,19646,"White Ibis",26.1213634310764,-80.5419740285359
"6thBridge","2020",47,19590,"Great Egret",26.1215598401129,-80.5420071842574
"6thBridge","2020",48,22044,"Great Blue Heron",26.1241329167846,-80.5415841985728
"6thBridge","2020",49,19848,"Great Blue Heron",26.1231043579289,-80.5418053659403
"6thBridge","2020",50,21447,"Great Blue Heron",26.1217842765324,-80.5417787843108
"6thBridge","2020",51,19650,"White Ibis",26.1214013973816,-80.5419849625201
"6thBridge","2020",52,24216,"Wood Stork",26.1217931310961,-80.5414510640756
"6thBridge","2020",53,19869,"Snowy Egret",26.1229151361229,-80.5418541284687
"6thBridge","2020",54,19907,"Roseate Spoonbill",26.122805551978,-80.5418767396972
"6thBridge","2020",55,19664,"White Ibis",26.1234553893199,-80.5418167424689
"6thBridge","2020",56,19896,"Great Egret",26.1229371072536,-80.5419108134336
"6thBridge","2020",57,19651,"White Ibis",26.1213411469721,-80.5419938856328
"6thBridge","2020",58,19648,"White Ibis",26.1213532973437,-80.5419624549711
"6thBridge","2020",59,19822,"Snowy Egret",26.1232562382924,-80.541845462834
"6thBridge","2020",60,19928,"Roseate Spoonbill",26.1228283201053,-80.5418219764046
"6thBridge","2021",61,9246,"Great Egret",26.123190813724,-80.5418851337686
"6thBridge","2021",62,9310,"Roseate Spoonbill",26.122377052861,-80.5417930917822
"6thBridge","2021",63,9250,"Great Egret",26.1229255782687,-80.5418353233191
"6thBridge","2021",64,9260,"Roseate Spoonbill",26.1217309473463,-80.5418882138539
"6thBridge","2021",65,9335,"Roseate Spoonbill",26.121613756437,-80.5417741601557
"6thBridge","2021",66,9261,"Roseate Spoonbill",26.1216615102612,-80.5419672999429
"6thBridge","2021",67,9268,"Roseate Spoonbill",26.1215750445836,-80.5418574475143
"6thBridge","2021",68,96866,"Snowy Egret",26.1221749536119,-80.5412683323257
"6thBridge","2021",69,9400,"Great Blue Heron",26.1219688453472,-80.5415759427873
"6thBridge","2021",70,9249,"Great Egret",26.1229175621599,-80.5418994979416
"6thBridge","2021",71,9213,"Great Egret",26.1194289421823,-80.542868529364
"6thBridge","2021",72,99677,"Snowy Egret",26.1224850089275,-80.5408499940039
"6thBridge","2021",73,98329,"Snowy Egret",26.1215153025799,-80.541846744214
"6thBridge","2021",74,17110,"Snowy Egret",26.1217181413924,-80.5413444338367
"6thBridge","2021",75,9352,"Great Blue Heron",26.1239591444737,-80.5415840383381
"6thBridge","2021",76,9243,"Great Egret",26.1233815177348,-80.5418499400593
"6thBridge","2021",77,17380,"Snowy Egret",26.1204538321305,-80.5410706243369
"6thBridge","2021",78,9325,"Roseate Spoonbill",26.1219019427791,-80.5417939180504
"6thBridge","2021",79,99639,"Snowy Egret",26.123013385834,-80.5408313859185
"6thBridge","2021",80,98793,"Snowy Egret",26.1222918009475,-80.5414915110198
"6thBridge","2021",81,9323,"Roseate Spoonbill",26.1218765117182,-80.5418150023774
"6thBridge","2021",82,97384,"White Ibis",26.122159204009,-80.5408452533095
"6thBridge","2021",83,9292,"Great Blue Heron",26.1232473803148,-80.5417829105651
"6thBridge","2021",84,98462,"White Ibis",26.1212740118574,-80.5417276116466
"6thBridge","2021",85,9601,"Great Blue Heron",26.1222478549223,-80.5413055412613
"6thBridge","2021",86,9244,"Great Egret",26.1233005394115,-80.5418377601423
"6thBridge","2021",87,9296,"Roseate Spoonbill",26.1229943680581,-80.5418031130543
"6thBridge","2021",88,18045,"Wood Stork",26.1205095883968,-80.5402893017059
"6thBridge","2021",89,9480,"Great Blue Heron",26.1226552398706,-80.541483049105
"6thBridge","2021",90,9245,"Great Egret",26.1232675077018,-80.5418618811441
"6thBridge","2021",91,98722,"White Ibis",26.1233155221243,-80.5414063188414
"6thBridge","2021",92,9227,"Great Egret",26.1232283989612,-80.5422270220605
"6thBridge","2021",93,97172,"Snowy Egret",26.1215898237183,-80.5410070245543
"6thBridge","2021",94,37023,"Wood Stork",26.1194405284212,-80.539950533082
"6thBridge","2021",95,9503,"Great Blue Heron",26.1216131788374,-80.5415226632521
"6thBridge","2021",96,9474,"Great Blue Heron",26.1227637789415,-80.5414966814437
"6thBridge","2021",97,9311,"Roseate Spoonbill",26.1222505819958,-80.5417375394226
"6thBridge","2021",98,37133,"Wood Stork",26.1198121051863,-80.5386584507379
"6thBridge","2021",99,9247,"Great Egret",26.1229907555564,-80.5419041507837
"6thBridge","2021",100,17947,"Snowy Egret",26.1214443682047,-80.5404115712191
"6thBridge","2021",101,9236,"Great Egret",26.1231448789606,-80.5419840775926
"6thBridge","2021",102,9350,"Great Blue Heron",26.1241306578235,-80.5415876504487
"6thBridge","2021",103,9526,"Great Blue Heron",26.1208915381476,-80.5414473664695
"6thBridge","2021",104,99870,"White Ibis",26.1204948839337,-80.540841879929
"6thBridge","2021",105,10871,"Wood Stork",26.119806387713,-80.5386573951021
"6thBridge","2021",106,9235,"Roseate Spoonbill",26.1230996593353,-80.5420635457458
"6thBridge","2021",107,9415,"Great Blue Heron",26.1212842534903,-80.5416033956733
"AlleyNorth","2021",108,2787,"Great Egret",26.1970991978207,-80.5290627039541
"AlleyNorth","2021",109,37915,"Wood Stork",26.1968030892511,-80.5292325807282
"AlleyNorth","2021",110,37386,"Snowy Egret",26.1969636565282,-80.5293393472549
"AlleyNorth","2021",111,2825,"Great Egret",26.1971184700422,-80.5288858412559
"AlleyNorth","2021",112,38155,"Great Blue Heron",26.1991310566938,-80.5290361319576
"AlleyNorth","2021",113,39090,"Great Blue Heron",26.195918599223,-80.5288967345042
"AlleyNorth","2021",114,41161,"Great Blue Heron",26.1955865283302,-80.5282398003145
"AlleyNorth","2021",115,2902,"White Ibis",26.1971451627147,-80.5287171696494
"AlleyNorth","2021",116,2860,"Great Egret",26.1966481076532,-80.5289541591393
"AlleyNorth","2021",117,37884,"Wood Stork",26.1968184205064,-80.5292649522921
"AlleyNorth","2021",118,37462,"Snowy Egret",26.1967392464583,-80.5294097543977
"AlleyNorth","2021",119,2884,"Great Egret",26.1991223594948,-80.5287920357475
"AlleyNorth","2021",120,42827,"Great Blue Heron",26.1984959901897,-80.5275976456681
"AlleyNorth","2021",121,2862,"Great Egret",26.1965158940095,-80.5289003896467
"AlleyNorth","2021",122,37873,"Roseate Spoonbill",26.196846091169,-80.52926910482
"AlleyNorth","2021",123,2877,"White Ibis",26.1991889848458,-80.5287860864242
"AlleyNorth","2021",124,37843,"Snowy Egret",26.1971600056791,-80.5291627341954
"AlleyNorth","2021",125,38491,"Great Blue Heron",26.1964367908839,-80.5290815271747
"AlleyNorth","2021",126,37410,"Roseate Spoonbill",26.196943198671,-80.5293570001881
"AlleyNorth","2021",127,2876,"Great Egret",26.1992301776582,-80.5288089596772
"AlleyNorth","2021",128,43036,"Great Blue Heron",26.1962021514937,-80.5275953006131
"AlleyNorth","2021",129,37720,"Snowy Egret",26.1978546370764,-80.5291852814726
"AlleyNorth","2021",130,37509,"Snowy Egret",26.1964919324849,-80.5293295160751
"AlleyNorth","2021",131,38391,"Wood Stork",26.1970845471949,-80.5291270571477
"AlleyNorth","2021",132,37349,"Roseate Spoonbill",26.1971503426899,-80.5293249591477
"AlleyNorth","2021",133,39406,"Great Blue Heron",26.1969246799784,-80.5287540682996
"AlleyNorth","2021",134,39615,"Great Blue Heron",26.1954072314229,-80.5287360888083
"AlleyNorth","2021",135,37180,"Roseate Spoonbill",26.1966738658384,-80.5295129036099
"AlleyNorth","2021",136,2863,"Great Egret",26.196512856287,-80.528934975508
"AlleyNorth","2021",137,39922,"Wood Stork",26.1965753170923,-80.5286058978114
"AlleyNorth","2021",138,37907,"Wood Stork",26.1968048804562,-80.5292768647842
"AlleyNorth","2021",139,38956,"Wood Stork",26.1968091289961,-80.5289918297103
"AlleyNorth","2021",140,37239,"Roseate Spoonbill",26.1964412059016,-80.5294986011041
"AlleyNorth","2021",141,2843,"White Ibis",26.1972511903358,-80.5288840602231
"AlleyNorth","2021",142,37864,"Snowy Egret",26.1970861530714,-80.5293012424216
"AlleyNorth","2021",143,2905,"White Ibis",26.1971582723467,-80.5287451809182
"AlleyNorth","2021",144,2917,"White Ibis",26.1967454516421,-80.5288369079264
"AlleyNorth","2021",145,2924,"White Ibis",26.2017338398021,-80.528517115332
"AlleyNorth","2021",146,2793,"Great Egret",26.1964916679373,-80.5291163871329
"AlleyNorth","2021",147,37837,"Roseate Spoonbill",26.1972071307504,-80.5292634146486
"AlleyNorth","2021",148,2817,"White Ibis",26.1973398872875,-80.5289232385158
"AlleyNorth","2021",149,38259,"Wood Stork",26.1982446846606,-80.5291220211043
"AlleyNorth","2021",150,37749,"Snowy Egret",26.1977801329483,-80.5292293973166
"AlleyNorth","2021",151,37815,"Wood Stork",26.1973798722103,-80.5292739997966
"AlleyNorth","2021",152,37758,"Snowy Egret",26.1975472884341,-80.5292795734647
"AlleyNorth","2021",153,38110,"Wood Stork",26.1956423626543,-80.5291991876792
"AlleyNorth","2021",154,2898,"White Ibis",26.1975068697114,-80.5288399404028
"AlleyNorth","2021",155,2982,"Roseate Spoonbill",26.1971686359468,-80.5273722147315
"AlleyNorth","2021",156,2893,"Great Egret",26.1985417222645,-80.528851381671
"AlleyNorth","2021",157,37869,"Snowy Egret",26.196973284408,-80.529302497933
"AlleyNorth","2021",158,37388,"Roseate Spoonbill",26.197025968018,-80.5294050254188
"AlleyNorth","2021",159,37662,"Snowy Egret",26.1983195622532,-80.529295148908
"AlleyNorth","2021",160,37420,"Roseate Spoonbill",26.1969534899453,-80.5293736864975
"AlleyNorth","2021",161,2885,"White Ibis",26.1991013721582,-80.5287456923275
"AlleyNorth","2021",162,39422,"Wood Stork",26.1967447692632,-80.5287809155829
"AlleyNorth","2021",163,37686,"Roseate Spoonbill",26.1981893286637,-80.5292037102903
"AlleyNorth","2021",164,2808,"Great Egret",26.1985623850485,-80.5289205683658
"AlleyNorth","2021",165,41503,"Great Blue Heron",26.1966046096512,-80.5280917872514
"AlleyNorth","2021",166,43263,"Great Blue Heron",26.1987198445812,-80.5274365569166
"AlleyNorth","2021",167,2880,"White Ibis",26.1990752579848,-80.5287433225013
"CypressCity","2020",168,8183,"Great Blue Heron",26.1240116547407,-80.5037549398375
"CypressCity","2020",169,1698,"Great Blue Heron",26.1235995320196,-80.5038689768463
"CypressCity","2020",170,1481,"Great Egret",26.1241738513018,-80.5041523470727
"CypressCity","2020",171,7983,"Roseate Spoonbill",26.1229321155402,-80.5042032100997
"CypressCity","2020",172,7971,"Roseate Spoonbill",26.1232646704347,-80.5042332458357
"CypressCity","2020",173,8193,"Roseate Spoonbill",26.1237725531489,-80.5037877681443
"CypressCity","2020",174,57083,"Great Blue Heron",26.1241697816365,-80.5043438959867
"CypressCity","2020",175,8123,"Roseate Spoonbill",26.1239241937166,-80.5038928150103
"CypressCity","2020",176,1340,"Great Egret",26.1235893108705,-80.5043901624672
"CypressCity","2020",177,1384,"Wood Stork",26.124080724941,-80.5043444046447
"CypressCity","2020",178,1319,"Great Egret",26.1240457030533,-80.504396120809
"CypressCity","2020",179,8173,"Roseate Spoonbill",26.124134034651,-80.5038150155969
"CypressCity","2020",180,7968,"Roseate Spoonbill",26.1233648926956,-80.5043575425456
"CypressCity","2020",181,1399,"Great Egret",26.1239462368583,-80.504246927857
"CypressCity","2020",182,1374,"Wood Stork",26.1241212725595,-80.5043583296559
"CypressCity","2020",183,1683,"Wood Stork",26.1239518646497,-80.5038336024543
"CypressCity","2020",184,1478,"Great Egret",26.1241913712287,-80.5041690281013
"CypressCity","2020",185,1441,"Great Egret",26.1229661257495,-80.504285394429
"CypressCity","2020",186,1509,"Great Egret",26.1238008171577,-80.5041486153894
"CypressCity","2020",187,7806,"Wood Stork",26.1241818557204,-80.5045689916757
"CypressCity","2020",188,1323,"Wood Stork",26.1240359788812,-80.5043927829469
"CypressCity","2020",189,1385,"Wood Stork",26.1240927513479,-80.5043471946937
"CypressCity","2020",190,1499,"Great Egret",26.1240026735751,-80.5041500619676
"CypressCity","2020",191,105250,"Great Blue Heron",26.1240960256577,-80.5042214534912
"CypressCity","2020",192,1568,"Roseate Spoonbill",26.1229500430252,-80.5041905001691
"CypressCity","2020",193,1386,"Wood Stork",26.1240842173936,-80.5043358653777
"CypressCity","2020",194,1383,"Wood Stork",26.1240951904635,-80.5043197394208
"CypressCity","2020",195,1606,"Great Blue Heron",26.1236990758755,-80.5039809677213
"CypressCity","2020",196,1486,"Roseate Spoonbill",26.1241858148051,-80.5041379286581
"CypressCity","2020",197,1368,"Roseate Spoonbill",26.1242354580924,-80.5043250882356
"CypressCity","2020",198,7869,"Great Blue Heron",26.1236384486576,-80.5043597749016
"CypressCity","2020",199,8023,"Roseate Spoonbill",26.1242027975781,-80.5040831066001
"CypressCity","2020",200,57244,"Great Blue Heron",26.1233998297695,-80.5041373596904
"CypressCity","2020",201,8184,"Great Blue Heron",26.1239405581201,-80.5038478069517
"CypressCity","2020",202,8124,"Great Blue Heron",26.1239022311098,-80.5039859859626
"CypressCity","2020",203,1350,"Great Egret",26.1232447801392,-80.5044196506438
"CypressCity","2020",204,1387,"Wood Stork",26.1240864620917,-80.5043515180196
"CypressCity","2020",205,1465,"Great Egret",26.1243034493874,-80.5041715654312
"CypressCity","2020",206,1297,"Wood Stork",26.1243045273686,-80.504459188615
"CypressCity","2021",207,61399,"Wood Stork",26.1236656542171,-80.5039511962505
"CypressCity","2021",208,35172,"Great Blue Heron",26.1243289337617,-80.5040614315532
"CypressCity","2021",209,7377,"Great Egret",26.123861422631,-80.504247463445
"CypressCity","2021",210,7584,"White Ibis",26.1226396337821,-80.5032423414253
"CypressCity","2021",211,7519,"Great Egret",26.1232524005173,-80.5038686016164
"CypressCity","2021",212,49759,"Roseate Spoonbill",26.1237879181824,-80.503831672653
"CypressCity","2021",213,35114,"Great Egret",26.1240093210629,-80.5042334415485
"CypressCity","2021",214,7415,"Great Egret",26.1243881260341,-80.5041044527118
"CypressCity","2021",215,7375,"Great Egret",26.1239367359803,-80.5042450882964
"CypressCity","2021",216,35117,"Roseate Spoonbill",26.123889960609,-80.504265926822
"CypressCity","2021",217,35122,"Great Egret",26.1239090251657,-80.5042942117087
"CypressCity","2021",218,7420,"Great Egret",26.123987587344,-80.5041843466499
"CypressCity","2021",219,49656,"Great Egret",26.1243015828886,-80.5042593197225
"CypressCity","2021",220,35262,"Great Egret",26.1233482508369,-80.5036807997784
"CypressCity","2021",221,49672,"Great Egret",26.1239482736837,-80.504269398121
"CypressCity","2021",222,119537,"Roseate Spoonbill",26.1238453896628,-80.5042436184666
"Jerrod","2020",223,15658,"Wood Stork",26.0025506028708,-80.5955598489042
"Jerrod","2020",224,1819,"Great Egret",26.0040686904464,-80.5971046039413
"Jerrod","2020",225,1829,"Great Egret",26.0035947265924,-80.5969246681865
"Jerrod","2020",226,2128,"Roseate Spoonbill",26.0033845033233,-80.5956958536905
"Jerrod","2020",227,2056,"Great Blue Heron",26.003428692979,-80.5964554065422
"Jerrod","2020",228,2040,"Great Blue Heron",26.003593328705,-80.5964912698784
"Jerrod","2020",229,1823,"Great Blue Heron",26.0040006078686,-80.5969151156868
"Jerrod","2020",230,1828,"Great Egret",26.003605658335,-80.5969287466987
"Jerrod","2020",231,1926,"Great Blue Heron",26.0037997810056,-80.5965918226007
"Jerrod","2020",232,1825,"Great Egret",26.0038411054047,-80.5969500587276
"Jerrod","2020",233,1813,"Great Egret",26.0043407021155,-80.5972300759293
"Jerrod","2020",234,1859,"Great Blue Heron",26.0037458631449,-80.5967744442728
"Jerrod","2020",235,1997,"Great Blue Heron",26.0029268246341,-80.5967106118367
"Jerrod","2020",236,1822,"Great Egret",26.0042528801092,-80.5969780214941
"Jerrod","2020",237,1921,"Roseate Spoonbill",26.0037406942109,-80.5966291157149
"Jerrod","2020",238,2058,"Great Blue Heron",26.0033067494905,-80.5964934143884
"Jerrod","2020",239,1842,"Great Egret",26.004454960485,-80.5967399652584
"Jerrod","2020",240,1826,"Great Blue Heron",26.0038323063605,-80.5969230441965
"Jerrod","2020",241,1984,"Great Blue Heron",26.0031917643858,-80.5966543582849
"Jerrod","2020",242,1836,"Great Egret",26.0031521155335,-80.5969201832617
"Jerrod","2020",243,1853,"Great Egret",26.0039501704024,-80.5968006264855
"Jerrod","2020",244,1824,"Great Egret",26.0037997378826,-80.5970354515644
"Jerrod","2020",245,1952,"Great Blue Heron",26.0035037740241,-80.5966544879648
"Jerrod","2021",246,11572,"Great Egret",26.0029810356433,-80.5969784722232
"Jerrod","2021",247,11781,"Great Blue Heron",26.0031550123652,-80.5964652452084
"Jerrod","2021",248,51187,"White Ibis",26.0049913378119,-80.596796136259
"Jerrod","2021",249,15296,"Great Blue Heron",26.0032662245164,-80.5967268157004
"Jerrod","2021",250,16209,"Roseate Spoonbill",26.0044165445749,-80.5967915440115
"Jerrod","2021",251,11627,"Great Egret",26.0044499764524,-80.5966779120862
"Jerrod","2021",252,51404,"White Ibis",26.0017149436742,-80.5959205242311
"Jerrod","2021",253,11604,"Great Egret",26.003176437442,-80.5968597555548
"Jerrod","2021",254,195202,"White Ibis",26.0049880799146,-80.5967921478413
"Jerrod","2021",255,51145,"White Ibis",26.0050446270173,-80.5969029242052
"Jerrod","2021",256,11752,"Great Blue Heron",26.0037875978764,-80.5964028885125
"Jerrod","2021",257,15238,"Great Blue Heron",26.0040337120309,-80.596855071415
"Jerrod","2021",258,15288,"Wood Stork",26.0033564274491,-80.5966693415718
"Jerrod","2021",259,11573,"Great Egret",26.0027782031428,-80.5969593159088
"Jerrod","2021",260,11630,"Great Egret",26.0044107447456,-80.5966651929745
"Jerrod","2021",261,11608,"Great Egret",26.0029367256266,-80.5968144856589
"Jerrod","2021",262,11600,"Great Egret",26.0032869921896,-80.596868837092
"Jerrod","2021",263,11564,"Great Blue Heron",26.0045793702759,-80.5969368749425
"Jerrod","2021",264,11605,"Great Blue Heron",26.0031204024963,-80.5968959319951
"Jerrod","2021",265,11615,"Great Egret",26.0027283366381,-80.5968259785391
"Jerrod","2021",266,51414,"White Ibis",26.0019278604657,-80.5957029497135
"Jerrod","2021",267,15294,"Snowy Egret",26.003313108017,-80.5967042908856
"Jerrod","2021",268,34244,"Roseate Spoonbill",26.0033781068855,-80.5965986474501
"Jerrod","2021",269,11664,"Great Blue Heron",26.0029691449053,-80.5967520110865
"Jerrod","2021",270,11568,"Great Blue Heron",26.0040596621938,-80.596903759236
"Jerrod","2021",271,11802,"Great Blue Heron",26.0028402798255,-80.5964565028106
"Jerrod","2021",272,11597,"Great Egret",26.0034098954169,-80.5967880671041
"Jerrod","2021",273,34267,"Roseate Spoonbill",26.0034080618415,-80.5964603802238
"Jerrod","2021",274,11611,"Great Egret",26.0028243297804,-80.5968354275758
"Jerrod","2021",275,15411,"Snowy Egret",26.0038827753897,-80.5957730173181
"Jerrod","2021",276,11589,"Great Blue Heron",26.0040595939459,-80.5969017225875
"Jerrod","2021",277,16362,"Snowy Egret",26.0033779820904,-80.5963144498832
"JetportSouth","2020",278,8362,"Great Egret",25.8042406097778,-80.8500881428581
"JetportSouth","2020",279,8535,"Great Egret",25.8048779234264,-80.8492131660635
"JetportSouth","2020",280,8429,"Wood Stork",25.8042264315785,-80.8494979520134
"JetportSouth","2020",281,8940,"Great Blue Heron",25.8044311821314,-80.8482766541671
"JetportSouth","2020",282,8531,"Great Egret",25.8048718751193,-80.8492151340653
"JetportSouth","2020",283,8527,"Great Egret",25.8050416865534,-80.8492092322263
"JetportSouth","2020",284,8284,"Great Egret",25.8039641965346,-80.8504194920145
"JetportSouth","2020",285,33781,"Great Blue Heron",25.8028574205387,-80.8493522643695
"JetportSouth","2020",286,8522,"Great Egret",25.8051235964235,-80.8492083757967
"JetportSouth","2020",287,8524,"Great Egret",25.8051291571679,-80.8492033659536
"JetportSouth","2020",288,8545,"Great Egret",25.8048321224699,-80.8491955377839
"JetportSouth","2020",289,8661,"Roseate Spoonbill",25.8048045055321,-80.8491121124522
"JetportSouth","2020",290,102312,"White Ibis",25.8050167502193,-80.8494600551175
"JetportSouth","2020",291,8742,"Roseate Spoonbill",25.8047395405616,-80.8489824965803
"JetportSouth","2020",292,8481,"Wood Stork",25.8042452358241,-80.8493676100446
"JetportSouth","2020",293,8428,"Wood Stork",25.8042338367081,-80.8495049710561
"JetportSouth","2020",294,8484,"Wood Stork",25.8042369640565,-80.8493989076117
"JetportSouth","2020",295,8701,"Roseate Spoonbill",25.8044821750147,-80.8491351580569
"JetportSouth","2020",296,8426,"Wood Stork",25.804226486326,-80.8495080142045
"JetportSouth","2020",297,8560,"Wood Stork",25.8044911768945,-80.8492515177431
"JetportSouth","2020",298,8424,"Wood Stork",25.8042424233137,-80.8494912025156
"JetportSouth","2020",299,8561,"Wood Stork",25.8045432894397,-80.8492494224913
"JetportSouth","2020",300,8477,"Wood Stork",25.8042441135979,-80.8493771404402
"JetportSouth","2020",301,8473,"Wood Stork",25.8042526521324,-80.8493786852611
"JetportSouth","2020",302,8821,"Roseate Spoonbill",25.8047856152509,-80.8488645394947
"JetportSouth","2020",303,8549,"Great Egret",25.804770577418,-80.8492023745669
"JetportSouth","2020",304,8552,"Great Egret",25.8046342947193,-80.8492899590461
"JetportSouth","2021",305,197,"Wood Stork",25.804236912443,-80.849388169324
"JetportSouth","2021",306,1271,"Roseate Spoonbill",25.8018075194225,-80.8472516536628
"JetportSouth","2021",307,955,"White Ibis",25.8020729200066,-80.8480436752433
"JetportSouth","2021",308,189,"Great Egret",25.8044463010005,-80.849389127427
"JetportSouth","2021",309,199,"Wood Stork",25.8042510090505,-80.8493673313847
"JetportSouth","2021",310,696,"White Ibis",25.8048945386655,-80.8485362764251
"JetportSouth","2021",311,184,"Great Egret",25.8045210018993,-80.8493562643116
"JetportSouth","2021",312,149,"Wood Stork",25.8042376255039,-80.8494951547499
"JetportSouth","2021",313,527,"Roseate Spoonbill",25.8046039350471,-80.8490463952607
"JetportSouth","2021",314,12495,"Roseate Spoonbill",25.8043117972991,-80.8491518108996
"JetportSouth","2021",315,12068,"White Ibis",25.8033647885291,-80.8504938855274
"JetportSouth","2021",316,73,"Great Egret",25.8042392597741,-80.8500880960484
"JetportSouth","2021",317,579,"Great Blue Heron",25.8026970190577,-80.8489886586152
"JetportSouth","2021",318,876,"Great Blue Heron",25.8041522753405,-80.8482482713101
"JetportSouth","2021",319,722,"Snowy Egret",25.8029725596901,-80.8485970623839
"JetportSouth","2021",320,1072,"Roseate Spoonbill",25.803893136992,-80.8476168602154
"JetportSouth","2021",321,62,"Great Blue Heron",25.8044964724657,-80.8500855949817
"JetportSouth","2021",322,51921,"Snowy Egret",25.8047328296492,-80.8492211703264
"JetportSouth","2021",323,378,"Great Blue Heron",25.8048120465462,-80.8491318520199
"JetportSouth","2021",324,946,"Snowy Egret",25.8023490418461,-80.8480231183944
"JetportSouth","2021",325,941,"Snowy Egret",25.8029505115037,-80.8481340143034
"JetportSouth","2021",326,176,"Great Egret",25.8050160678235,-80.8494597237868
"JetportSouth","2021",327,489,"Great Blue Heron",25.8049765734197,-80.8490617437076
"JetportSouth","2021",328,921,"Snowy Egret",25.8046201554625,-80.8480707106707
"JetportSouth","2021",329,186,"Wood Stork",25.8044736394247,-80.8493903264909
"JetportSouth","2021",330,187,"Great Egret",25.8044841454105,-80.8493993316153
"JetportSouth","2021",331,80,"Great Blue Heron",25.8048297076962,-80.8499652263081
"JetportSouth","2021",332,185,"Great Egret",25.804426688715,-80.8493841046719
"JetportSouth","2021",333,147,"Wood Stork",25.804222994474,-80.8494822937433
"JetportSouth","2021",334,60,"Great Blue Heron",25.8045628607664,-80.8500477431745
"JetportSouth","2021",335,13111,"White Ibis",25.8045404355166,-80.8487288062276
"JetportSouth","2021",336,15,"Great Blue Heron",25.8040187731721,-80.8504918545315
"JetportSouth","2021",337,246,"Roseate Spoonbill",25.8046949542383,-80.8492573524651
"JetportSouth","2021",338,193,"Great Egret",25.8043154523929,-80.8493394904751
"JetportSouth","2021",339,12112,"White Ibis",25.8038532489846,-80.8503033777015
